500
0 N 58 N 58 N 98 35 62 N 5 N N N N N 86 31 73 62 N N 52 45 52 66 N 0 N N N 54 N N 90 N N 31 N 4 80 55 20 N N 100 N N N 43 N 16 96 32 N N N 91 55 18 N 54 53 8 N N 69 N 96 21 N N N N 15 N N N 85 48 98 N N N 65 90 N N N 0 58 40 88 N 100 N 94 N 44 N 2 N N N N 45 47 N 77 25 93 1 82 N N N N 40 4 N 95 N 38 N 62 N N N N N N N N N N 15 83 42 N N N 59 52 N 37 6 57 N 49 N N N 76 N 16 N N 24 N N 60 N N 63 N 65 97 81 N N N N N N 8 N 50 N 74 5 70 95 N 45 21 52 90 80 60 N 41 8 17 N N N 39 67 N 92 40 N 60 38 N N 67 N N 76 67 N N 15 N 42 53 95 N N 59 91 N 51 N N 0 N N 72 77 54 N N N N 78 N 65 79 32 N N N N 40 N 15 36 N N 50 N N N 67 9 15 88 N N 13 2 98 66 N 23 N N 13 N N N N N 19 N N 46 24 31 65 N N 32 41 7 87 95 71 45 77 N N 2 N N N 15 17 N N N N 25 20 N N 76 76 28 N N 25 N 21 28 N 14 20 N 66 N 79 54 N 19 79 N N N N 31 95 57 78 60 65 71 26 N 54 N N 45 60 N 2 N 5 78 N 98 N N N 15 N N N N 60 N N 12 N N 90 N 71 24 N 3 91 N 84 66 82 33 86 41 N N N 40 N N N N N 4 N N 58 83 N N N 0 N N 24 N N 73 N 94 19 72 N 36 N 91 N N 73 16 100 N N 69 14 7 73 N N N N N 58 56 N 83 N 67 32 81 34 45 N N 5 50 39 28 68 N N 15 N 12 N 72 31 76 N N 42 0 N N N 11 12 77 61 N 53 81 34 N 5 1 73 N 82 35 95 53 41 N 34 64 N 84 N 30 N N 88 48 88 N 3 N N 16 N N 49 
35 4 96 N N N 38 28 N 25 48 71 12 N N 63 65 28 13 53 N 48 N 77 N 1 N 21 N N 75 N 87 N 91 N N 75 N N N 96 N N 32 N N N 54 N N 10 N 85 N N N N 28 31 N N 26 N 88 N 98 84 N 87 N N N N 13 79 N 15 47 46 93 N 85 89 N 69 30 86 N 90 N N N 68 23 15 68 N 13 6 N N N 7 N 43 100 50 67 17 N 96 26 73 N 6 N N N 9 N N 14 N 17 N 83 74 N N 100 N N N 42 51 N N 16 N 55 89 12 N N N 20 68 N 50 N N 15 N 95 N N 19 69 N 77 78 N 90 N 28 1 N 24 36 6 99 29 N 87 58 N N 75 15 N 85 N N 2 67 N N N 87 93 N 61 97 N N 24 N 84 53 N N N N N N 33 13 94 12 78 N 82 N N N N N 22 N N 40 70 N 85 N 65 89 87 N 65 59 N 40 N 85 65 52 N N N N 59 N N N N 74 N 17 31 N 0 57 34 4 N 34 N 52 N 41 36 N 17 N N 48 N N N 57 N N N 93 N N N N 98 N N N 64 N N 22 83 70 N 12 10 N 7 N 27 39 3 N N 83 48 N N 93 N N 62 9 N N N 80 18 N 9 4 N N 62 N N 13 50 N 8 N 82 76 N 44 N N N 49 N 58 95 44 33 N 10 60 N 85 N 2 54 N 42 49 11 21 N N 75 N N 60 94 N N N N 28 N 81 N N N 6 11 N N 97 N 62 17 29 N N N 46 8 88 81 84 7 48 N N N N N N N N 59 39 16 N 61 40 N 44 N N N 96 63 64 N 89 N N N N N N N N N 21 5 5 N 15 60 N 15 27 N N 53 N 29 N N 32 N 37 N N 4 73 N 84 83 19 N N 53 N 9 48 N N 34 28 N 65 N 90 N N N N N N 22 30 46 N 15 77 97 88 N 5 N 23 74 40 N 2 N 81 26 N N N 13 96 N N N 49 82 58 
N 81 88 N 3 N N 69 N N N N 36 N 78 32 17 N 2 N 26 N N 90 73 N N 74 73 13 23 N 46 N N 7 48 N 50 N N N N N 61 89 26 N N N 96 65 N N 98 N 28 53 N 71 N 44 N 54 85 N N N 64 N 95 38 18 92 61 9 N 51 N 43 37 47 N 31 N 90 N 96 55 N N 14 71 34 N N 29 N 22 42 75 17 N 95 76 92 N 12 N 92 N 28 N 1 N N 70 19 N N 76 96 99 6 7 N 16 N 20 59 N 1 N 15 N N N N N N N 94 83 N N 41 12 N N N N 14 45 N N 91 94 N N N N N N N N N N 92 N N 79 N 54 N N N N 52 N N 32 24 N 35 60 12 N 36 79 28 95 N N 30 N N 26 N 94 99 60 20 6 59 N 11 11 N 39 99 81 84 N 42 N 75 N N 57 65 30 89 57 33 N 89 99 N 86 N N 79 43 67 N 42 33 87 N N N N 47 95 N 84 69 N N N N N 18 0 66 81 46 N N 22 30 N 93 93 N 29 N 98 N 17 N N N 57 98 82 6 N N N 100 N 80 12 3 N 40 30 N 13 47 93 N N N 100 N N N N 22 57 56 N N 77 94 100 30 37 73 N 77 N 6 0 55 41 54 50 N 68 13 N 30 20 N N 16 45 N N 2 N N 4 N N 20 8 N 45 N N N N 55 64 N N 97 99 76 63 38 42 N N N 14 38 N N N N N N 86 N 66 N N 87 N N N N 99 N N N N N 98 21 68 N 72 37 77 N N N N 37 90 N 67 75 27 10 N N 0 N N 89 N N 56 57 N N 15 2 39 N N N 48 66 98 70 N N 47 87 N N 21 22 N 54 N N N 34 N 73 N N N 67 77 60 N N N N N N N N 77 N 22 N N 18 50 N 89 N 14 66 54 97 N N 9 N 97 N N 83 N N 55 N 92 N 19 N N 97 51 18 95 55 80 N 42 N 81 40 78 19 53 2 95 
23 86 90 25 74 N 53 N N N N 42 N 84 N N 26 81 83 N N N 68 21 N 5 N 52 N 3 N N N 24 50 N N N N 66 42 11 N N N 61 N 32 N N N N N 85 N 17 N 34 N 18 13 62 91 N 30 N 91 N N 30 N 90 N N N N 91 N N N 95 24 N N N 50 N N N N 36 N 24 75 N N N N N 22 N 64 12 28 N 20 95 80 15 N N 2 N N 70 N 21 N 48 N N 40 82 56 N 76 56 51 N N N 78 61 N N 20 N 74 66 88 N 49 53 100 N 4 92 18 N 84 N N N 61 66 56 70 56 N 11 N 64 N N 23 14 30 65 82 N N N 59 71 N 76 N 31 N N N 99 25 N 48 98 6 26 N 86 N 91 64 N 15 56 N N N 43 14 N N N 85 97 31 N N 68 N 1 N 31 N N 78 N N N 50 N N 37 13 2 65 70 N 32 43 N 91 88 N N 9 N 21 16 N N 46 92 N N 80 66 94 N N N N N 0 N 25 N N 98 22 N 65 N 11 54 45 72 82 N 45 15 13 55 N N 84 60 N N 35 N 64 63 58 N 30 15 N N N 55 14 13 30 12 35 N 51 N 95 9 N 33 N N 25 100 19 85 N N N N 11 22 34 98 N N 45 49 53 N 30 24 N 55 78 87 20 N N N N 40 N N 60 N N 31 40 N 39 18 3 N 11 57 N N N 31 N 20 92 16 83 21 N N 96 67 77 45 48 43 N 73 27 N 9 34 N 50 99 N N 27 39 65 29 N 33 N N 80 N 60 N N 73 47 N N N N 39 N N 93 N N 53 52 N N N 23 97 N 25 N N 65 70 N 93 N 53 N N 80 2 24 N N N N 26 67 N N 54 N 85 25 9 83 N 91 N N N 50 99 11 N 15 N N N N N N N N 30 N N N N 85 N N N 17 N N 80 N N 21 73 92 N 47 N 66 48 N 50 N N 39 N N N 53 N N N 100 N N N N 11 N 
N 74 23 N N 0 N N N N 87 N 49 N 44 74 67 N N 16 N 85 14 88 39 N 90 N 75 35 89 N N N 59 N N N 99 80 N N N N 69 82 N 56 0 N 49 5 N 19 N N 82 69 51 N N N 89 N N 81 N 17 93 N 97 N N N N N N N N N N 0 N 21 N 0 N 87 68 0 N N N 35 N 1 N 90 N 60 N 84 N 58 N 88 79 50 N 36 N 11 94 N 27 N 64 N 43 41 79 N N N N N N 61 27 N N N N 40 92 30 32 49 N 92 56 N N 56 N 38 N N N 57 N 86 65 N N 43 40 14 N N 47 85 N N 73 N N N 5 47 16 N N N 4 0 N N N 62 30 N 68 N 79 N 65 N 16 49 74 N 88 N N 32 N 13 N 76 57 N N 41 N N N 0 28 N N 12 N 56 91 N 23 N N N 8 N N N N 22 71 N 58 N N N N N 19 71 N N N 90 51 N 11 98 44 N N 24 91 36 84 87 N 72 20 0 48 41 N N 18 91 N N N N N 46 91 77 43 23 N N N 67 N 81 18 N 63 N N 79 N 100 N N N 77 13 48 37 N 32 N 73 70 57 65 N 12 23 58 43 34 21 60 86 N 21 2 N 41 83 N N 84 N N N 65 57 N 1 N 22 N N 77 N 98 96 96 N N N N N 38 N 66 N N 30 56 N 52 N 74 N 65 51 98 N 0 N N N 94 83 93 55 N N N N N N N 50 79 N 47 92 52 11 19 92 59 N N 97 83 98 N N N N 87 14 N N N 57 29 N N 76 36 N N N N 6 N 56 N 89 N 24 6 N 39 N N 1 N 16 N 29 N 35 N N 63 N N N N 73 N N 15 N 10 65 31 16 N 61 44 N 46 N 4 91 45 75 25 N 6 N N 31 N 28 14 26 86 N 76 N 23 72 N N N 94 N N N 58 94 N 5 79 N N 75 73 41 N 53 44 83 7 N N N N N 19 13 18 N N N N N 
N 76 N N 72 69 N N 58 N 67 N 28 N N N N 39 N 36 24 22 N N 53 50 N 25 N N 71 N 11 43 100 N 71 97 N N N 48 85 1 N N 68 8 63 58 N 36 49 36 N N N 20 N N N N 9 N 77 N 95 61 N N 60 87 53 N N N N N N N N N 46 N 89 84 N N 40 N N 34 N N N N 92 65 N N 90 N N N N 52 N N N N 46 N N N N 18 N 40 57 N N 47 N 37 46 90 N N N N N N N 61 N N 80 98 29 N N N N N 32 91 N N 62 69 N 7 N 45 N N 37 34 62 N 66 N 18 94 N N N N N N N 21 N 28 N N N N N 45 28 59 33 N 94 N N 25 N 77 N 57 N 46 39 N 79 N N 14 1 N N 37 92 N 72 47 54 N N N 72 94 26 98 N 33 36 N 41 N N N 50 N 88 72 12 6 N 44 2 N N 36 N N 17 67 21 N N N 69 15 30 N N N 65 N N 39 N N 0 83 N N N N 51 N 73 N 63 96 N N 32 N 47 N N N N 97 N 11 24 N 88 27 N N 57 29 51 70 5 N N N N N N N N 27 64 43 64 N N N N N N 93 69 92 N N 34 14 N 71 10 28 53 39 45 N 68 27 N N N 14 N 53 N N N 77 9 N N N 0 22 N N N N N 61 22 15 N 30 N N N 20 23 40 9 N N N 32 61 39 N N N 12 N 28 N N 99 N 81 41 N N N N 93 N 72 81 N 86 N 19 N N 60 71 10 94 N 26 N 54 53 97 72 23 32 N N N 24 N 31 86 19 36 11 4 N 25 55 35 N 70 5 9 50 N 62 31 N N N N N N N 87 N 89 N N 75 36 16 N 84 43 N 43 56 N N 74 N 8 N 61 25 71 93 51 N N 47 16 N N 83 79 100 92 53 N N N 75 50 N N N 91 N 30 23 19 86 N 10 50 N N N 6 N 36 4 21 N 7 46 N N 
N 43 32 N N 51 13 17 7 N 88 N 58 N N N N 53 51 N 94 97 N N N 76 76 86 88 N 93 N 100 50 N N 22 N N N N N 41 N N 30 24 N 46 4 N 95 N 13 N N N 94 N 62 N 60 N 68 36 71 N N N 53 90 N N N N 29 30 N N N N 52 N N 25 45 N N 36 N 21 21 N N 53 50 N N 69 N 58 N N 33 N 58 N N N N 25 61 N N 19 88 58 11 N N 83 3 13 36 100 N 64 N N N N 17 10 N 97 44 N N 11 N N N 37 3 100 82 N 45 95 14 N N N 17 N N 15 N 37 100 N 90 N 59 31 36 60 N N 15 N 67 N 50 N 18 53 0 7 99 N N 21 95 N N N N N N N 57 63 13 N 0 12 5 16 15 N 24 N N N N N N N N N 0 N 73 59 N 75 N N N 74 N 53 35 37 57 N N 45 N N 41 N 33 N N 66 N 18 N N N 17 65 80 33 N N 10 N N N N N N N 23 0 N N N N N 67 N 13 N N 11 N N N N 67 N 1 97 N 46 23 N 3 N 16 19 N N N N N 40 46 40 51 N N 11 66 N N N N 93 N 10 20 34 94 N N 70 82 28 N N N N 6 20 71 N 39 N N N N 30 74 N 3 N N N 62 15 63 N 17 N N N 51 N 57 37 N 77 8 N 53 95 60 61 N 34 6 N 56 N 89 N 72 N N 91 51 23 N N 88 N 13 N 65 37 57 76 91 68 N N 15 14 N N N 59 N 1 14 32 N N 88 41 55 N N 24 2 N 17 77 80 N N N 51 N N 49 N 60 56 28 N N N N 1 N N N 93 86 N N 93 N N 57 75 15 N 1 40 N 69 53 40 N 63 42 N N N N 47 18 48 30 57 18 N N N 32 N N N 65 N N N 92 N 46 N N N 19 1 45 N 50 N N 96 16 N 33 84 70 N N 65 73 N N 13 N N 4 N 88 73 24 90 N 8 
N N 89 34 N N 16 25 39 N N N 20 86 12 3 25 43 68 N 25 96 N 65 14 49 N 53 N 37 N N N N 46 49 59 N N 6 85 N 10 27 21 N 76 69 4 1 95 N N 31 78 91 49 N N 74 N 81 43 N N 44 28 N N 22 N N N N 84 46 8 89 33 11 64 N 73 N 32 51 N N 26 N 87 66 16 67 58 N 96 31 N 61 N N 91 32 N 58 N N N 6 30 57 N N 35 N 45 100 N 61 N 64 67 1 35 44 8 N N 37 68 94 85 18 N N 72 44 3 11 64 29 38 N N N N N 85 N N N 82 63 N 8 52 61 4 N 6 50 N N 42 N 89 N N 77 N 0 N N 98 N N 89 7 42 18 6 51 N N 58 47 N 53 30 N 61 77 86 N 74 N 21 87 N N N 92 N 50 N N N 34 4 7 92 N 50 74 47 100 N 87 93 80 6 N 58 N 81 N N 27 N N 8 34 N 55 N N 97 74 N 85 N N 91 49 20 15 47 N 82 27 61 N N 71 N N 22 0 61 N N 84 N N 93 95 N 7 N N 42 N N 10 N N 90 14 60 N N 33 3 N 1 N 62 N N 89 N 30 90 N 3 N N 99 70 5 N N 94 44 N N 35 16 46 92 N N 25 N N 78 87 N N N 4 N 42 94 74 62 52 51 48 100 N N 45 N N N 73 N 95 65 N 73 5 N 47 60 30 N 44 62 N 53 N 73 N 45 42 N N 96 46 N 37 85 N N N N N 29 40 N N 55 N 46 43 N 48 N N 57 N 95 75 N N 29 N 7 98 N 9 57 72 54 N 76 59 N N 10 77 N 56 N N 41 N N 71 N 46 N 88 N N N 19 N N N 64 N 19 17 N N 37 47 99 47 61 N 8 N N 20 43 82 21 47 N N N 11 N 14 87 N N N N 50 92 N 86 N N N N N 79 N N N N N N N N N 56 96 N 84 50 12 N N 93 N N 30 N N N N N N 86 1 N 77 N 72 16 N N 
55 N 79 98 N 64 N 86 N N 57 93 N N N 40 N N N 13 N 45 N 51 N 48 N N N 56 50 N 73 64 N 15 N 82 N 74 28 N N N 25 N N N 51 N N 15 26 9 N 79 100 N N 83 20 N N 52 N 77 24 15 N 1 48 73 N 48 N N 84 N 30 11 N N 46 N 74 9 N N N 60 N N 29 8 73 32 42 N N N 28 76 N 44 7 100 N 90 7 28 10 57 N N N N 92 N N N 10 6 17 69 N N N 86 70 5 N 82 98 75 N 40 N 22 15 N N N 67 13 41 N N N 21 42 92 N 55 N 34 15 87 N N N N 89 N N 60 99 N N N N 7 30 N N 20 N N 98 91 N 25 N 9 N 60 33 N 6 N 16 59 34 76 77 4 36 N N 17 37 89 N N N N N N 58 N 74 42 11 84 N N N 5 73 76 72 34 20 74 4 N 62 N N 72 N N 82 58 80 N 2 N N N N 56 N N 52 N N N N 50 N 51 N 60 30 N N N N 14 0 0 N 59 N N 75 32 3 34 17 N N N N 54 N 3 N N 45 N 46 N N N N N 91 N 66 N N N 4 N 32 N N 60 N 91 N 2 N N N N N N 95 38 73 15 2 N 1 N N N N 74 N 65 N N N N N N 62 N N 93 N N N N 25 53 N 0 47 N N 19 51 14 N N 30 23 N 45 N 54 N 77 2 31 N 49 N N 68 14 N N N 79 65 45 N N 11 N 96 87 4 N N 78 18 31 78 N N 40 46 N N 41 N 98 N 7 N 61 81 N N N 90 N 87 66 25 N N N N N 32 94 N N N N 99 39 N N 75 68 28 N N N 13 N N 71 N 3 59 72 96 42 45 N 85 36 N N N 51 N 5 N 93 31 N 0 21 N N 59 N 19 N 81 1 N 97 N N N 39 N 65 N N 69 63 86 50 N 97 N N N 84 69 N 66 34 N N 65 4 N 66 N 95 56 16 5 N 8 N N 
N 23 79 41 N 53 65 89 27 49 15 N N 65 74 N N 45 N N N 99 N N 0 58 N N N N 6 47 N N N N 27 86 100 N N 40 N 4 N 9 17 65 12 76 N 22 N 85 N N 80 14 N N N 78 N N N 42 N N 92 1 47 21 32 20 88 60 N N N N N 73 90 N 89 N 67 57 61 23 14 1 N N 11 43 N 84 N N 94 8 87 87 30 76 39 N 8 N N 73 N N N 37 N 87 N 72 47 96 N N 51 N N N 32 N N N 36 15 77 32 94 66 N N N 63 N 62 N N N N 72 53 16 N N N 57 20 38 N N 32 N 35 32 N N N 84 N 4 86 N N N 18 N N 26 30 12 17 N 86 N 17 35 N N N N 22 67 71 96 21 N 14 N 45 N N N N N 67 98 24 70 24 31 18 N N N N N N 41 26 N 4 27 83 N 72 22 N N N 69 69 28 76 50 21 94 N N 7 67 N N 7 53 N N 55 52 44 N N 31 19 72 N N 49 N N N 58 0 39 N 92 N 73 89 16 10 N N N N 21 29 N N 99 66 N 89 N 85 25 79 85 88 67 26 N N 93 N N N N 31 68 N N 86 N N 95 N N 52 40 N N N 72 41 1 59 68 N N 90 N 86 92 N 52 N 25 N N N N N 30 N N 33 71 N N N 88 N 2 88 N 2 69 N N 92 92 N 62 N 7 20 N 79 N N N N N 11 15 N N 86 N 88 46 93 N N N N N 65 N 55 36 70 81 23 N N N 29 N 83 N N N 46 98 N 44 N 11 90 10 93 N N N N N N 64 69 N 44 74 N 99 46 N 5 0 24 N N N 77 N 21 38 N N N 80 N N N N N 85 40 28 N 28 11 N 74 23 35 N N N N 7 63 93 N 19 91 43 87 29 46 99 81 N 100 59 N N N 9 65 N 7 62 N 87 33 42 21 36 13 N 62 44 0 57 N N 67 N N N 78 N N N N N 79 92 N 77 
54 73 67 2 83 33 38 72 66 N 40 N 82 43 N N 22 N N 41 N N N 47 67 N 23 N N N 1 N 41 N N N 70 16 N 34 N N 55 50 26 N 44 29 N N N N 34 100 87 66 N N N N 83 89 17 N N 27 N N N N N 57 N 15 96 73 35 N N N N N 34 3 84 64 N N N N N N N 28 N N 22 N N 49 65 N 16 N 51 N N 38 39 71 46 N 5 10 14 N 47 N N N 58 N 41 52 92 N N N 37 65 N N 98 45 N N N N N 68 N 33 N N 26 36 N N 15 N 53 82 N 51 N N 38 N N 16 65 27 N 42 N N 51 N 41 N 58 N N N 7 36 17 38 N N N 1 58 25 N 12 N N N 4 34 5 33 N 55 10 53 N 23 40 N N 23 63 N 89 N N 38 84 58 66 19 80 59 77 N 78 13 38 N N 72 56 N 5 N N N N 52 96 N N N 18 N N 96 94 N N N N N 81 53 N 24 48 N 42 N N N N N 2 18 34 N 0 N N N N N N N N N N N 66 10 51 75 N 43 67 N N 91 97 N 16 20 76 N 60 N N N 99 92 N N N N 76 41 N N 9 89 56 N N N N 50 20 49 12 75 30 N N 0 N 7 N 99 11 N N N 90 73 25 N N N N N 4 N N N 41 45 N N 82 16 N 36 N N N N 65 54 32 62 N N N N N N 26 N N 93 58 N N N 86 N 78 N N N N 80 N N 21 N 81 N N N 6 N 99 N 67 N N N 7 13 37 N 96 51 8 12 N 78 N 70 N N N N N 26 N 15 8 N 100 N 38 92 41 93 15 98 14 N 52 N 91 81 68 38 42 41 N N N N N 9 92 N N N 7 59 N N 93 62 N N 1 N N N 44 N 55 N N 78 11 68 65 61 79 85 N N N N 42 N 45 N 90 55 19 N 63 N 35 N N 98 55 9 N 93 88 94 N 38 78 N N N N 59 15 
43 71 83 N N 77 N N 81 8 N N N 25 73 N 71 N N N 19 100 N N N 48 N N 31 N N 25 N 12 N N 11 23 N N 68 35 80 90 65 N N N N 5 8 N N 20 N 86 63 N N N N 61 2 N N N 40 N 13 3 N N N 96 80 41 N N N 22 N 18 80 N N N N N 38 38 N N N N N N 16 91 55 64 N N 25 70 14 88 N 90 N N 7 N 15 N 52 N 66 N N 58 83 81 N 50 21 17 91 30 97 N 96 N N N 69 70 N 57 N N N 25 N N 9 12 58 65 N N N N 89 95 81 87 N N 6 N 12 72 N N N N 25 61 N 15 N 73 71 N 40 6 13 N N 70 99 N N 76 90 83 40 N 21 N N N 58 13 N N 57 60 N N N N 31 N 6 15 43 N 86 11 20 76 82 41 N N 7 N N N N N 28 N N N N 51 20 33 19 N 91 16 N 58 N 21 N 2 N 42 2 N N 56 20 82 N N 47 7 N N 42 48 66 N 43 N 85 75 0 46 86 N N 90 N 91 29 20 55 N N 30 3 N N 43 N 17 16 N N N N N 94 N N N N 49 92 80 N N N N 73 N 82 N N 90 N 27 N 39 93 89 N 30 35 61 N 99 N 6 24 11 89 54 38 24 86 97 N 39 16 N N 58 N 57 N N 59 N N N 4 74 N N 32 40 N 45 57 68 N 37 N 56 61 63 11 N 31 36 58 N N N N 20 10 N 45 N 71 13 N N 29 43 N N N 95 N N 61 N N N N 37 N N 77 N 12 88 15 N N 71 N 0 65 N 5 65 18 36 17 N 58 17 N N 92 12 14 N 27 47 46 N N 2 17 78 95 50 N 90 N 42 80 N N N N N 93 N 20 N N 61 N N 46 97 N 12 N N 59 43 40 66 N 81 51 N N 21 N N 62 N N N N N N 33 N 34 N N 19 N N 48 32 81 N N 63 N 44 45 N 42 N 92 31 90 94 97 N 14 32 N 
N N N N 51 70 N N N 72 52 N N 11 97 N 96 N N 65 97 N 42 27 15 41 92 N N N 91 N 98 20 N 73 N 38 57 48 N 90 22 N N N N N 23 N 1 N 28 85 N 25 N 16 44 N N 6 82 N N 83 N 3 32 59 78 28 7 N 32 N N 53 21 N N N 71 31 46 N N 9 N N N 87 N 43 90 64 23 71 N N 9 3 N N N 69 13 49 93 87 N 0 N 90 68 N N N 35 N N 71 N 94 82 99 N N 28 N N N N N 72 72 6 N 18 11 N 89 N 11 25 N 90 N 69 70 N 19 N 57 17 N 62 N 83 N 92 N 58 N 50 N N 88 75 5 0 N 46 N N 33 91 N N N 65 31 88 35 N 38 N 73 27 N N N 58 N 98 82 N 78 N 47 26 N N 49 N N 78 N 17 2 N 62 20 N N 68 N 25 N 21 69 59 26 14 N 59 N N N 36 N N N N N N N 65 N N 68 77 22 42 82 N N N 1 N 43 N 12 N 9 37 73 N N 57 N N 100 0 N 80 N 23 N 24 N N 87 N N 54 24 37 N 19 16 69 N 19 76 N 64 N 60 N 98 74 24 31 N 89 86 68 30 N 11 79 80 22 32 3 N 67 84 48 N N 5 7 N N N 74 N N 16 N N 30 5 79 N 89 N N N N 54 N 25 9 N N 64 N N N 79 N N 88 12 N 88 84 N N 48 76 N N 100 N 34 13 N 85 N 42 N 29 84 73 1 32 N 47 N 21 N N N N N N N 63 65 63 95 N 73 80 N N 34 1 31 63 N N N N N N 96 89 N 53 99 N 67 N N N N N 30 62 7 N 26 N N 26 N N 28 N 88 36 N 25 N 30 N N 25 N 87 N N 97 6 60 46 86 N 67 24 N 33 N 95 97 N 21 N N 32 N N N 77 67 54 N N 44 N 68 N N 22 N 80 N 58 N N 89 N 59 N N N N 77 68 33 N 20 58 N N N N N N N 16 N 82 16 74 
N 76 N 18 N 89 72 37 N 90 N N N N N N N N 83 N N 36 25 42 N N 20 82 37 N N N N N 94 N 39 N 34 42 97 N 63 N N N 30 54 N N 100 N 51 N 63 N 40 54 49 40 N 47 14 31 78 50 N 96 88 N N N 47 N 10 N N 6 N 12 N N 27 36 N N 51 N 73 N N 18 66 N 33 8 N N N N N 92 N 17 N 53 N 32 66 N N N N 29 96 93 38 35 40 28 N N 25 N N N 93 N 90 N 59 N N 91 50 80 N N 80 20 42 N 100 56 N N N N N N N N 85 N 39 N 89 N 33 N N 32 N N N N N N 27 N 25 12 N 92 65 N 3 N N N N 92 38 N 84 N 46 N N N N N N N 11 N 70 59 41 N 73 N N 78 21 10 88 16 N 100 N N 1 76 N N 38 79 N N N 66 N N N 90 74 N 88 9 N N N N 15 48 22 80 71 N 11 51 77 N N N 33 94 N N 33 N 30 97 62 N 88 19 9 N N N N N 0 N N N N N 91 N 93 N 74 N N N 3 N 91 32 36 N N 90 N 3 N N 35 91 N 49 N N N N 26 N N N 73 12 N N 40 N N N 6 N 73 31 N 42 N N N N N 60 N 61 81 N N N N N N N N N N N N 63 0 N 42 N 22 98 N 7 N N 35 N N N N N N 96 N 86 N N 36 73 41 38 N N 77 N 31 N 32 N 1 N 78 76 38 N 37 57 N N N 22 N N N N 80 80 N N 64 45 73 18 N N 42 94 N 96 N 72 N N 19 N N 31 N N N 77 60 88 N N N N 77 N 93 48 89 N 89 N N N N N N 1 N N N 35 N 83 N 3 66 80 N N 79 N 84 42 93 N 90 95 32 N 67 N N N N N 29 N N 74 N N N N 69 89 N 19 N N N 6 68 75 44 72 76 N 45 85 N 3 N 38 N N 76 80 37 45 N N N 80 
N N 65 N N 28 60 N 29 55 N 98 87 58 28 N 72 N 91 N 99 N 49 N N 81 68 N N 1 N N N 7 28 84 N N N 31 N 30 N 61 49 N 97 2 92 N N 67 N 40 N 4 11 N 13 N 35 61 N N 78 N N N N 17 68 N 34 N N 70 79 N 51 30 7 53 61 N N N 74 99 N 81 N 82 94 4 N 83 N N 5 53 N N N 18 32 25 34 67 70 18 61 N N N N 13 N N 96 31 N 69 64 N 86 N N N 23 37 67 N N N N N N N N N N 38 31 73 N 2 N N 32 40 N 89 13 22 100 N 86 N N 14 66 57 N 57 82 N 35 64 N N 30 5 N 98 96 N N 57 51 N 92 N 4 N N N N N N N N N N N 59 N 89 24 29 N N N 71 N 28 N N N N 50 N 37 N 65 N 23 N 98 N N 31 N 51 N 89 N N 60 N N N 65 N N 46 N 79 22 76 N N 7 N 88 N 21 N 70 N 38 N 9 N N N N 14 93 N 30 23 N N 63 N 0 N 72 69 N 81 N 53 N 21 1 90 N 4 57 N 71 8 46 N N N N 96 N N N N 96 81 N N N 33 N N 20 N 98 61 4 30 34 7 97 N 44 100 N 82 N 99 N N 93 N 90 13 12 90 48 N N N N 55 74 90 28 N 53 29 N N N N 78 33 N 17 N N 40 N N 44 N N N N 3 7 N 9 N N 94 N N 63 31 22 N N N 62 N N N N N N N N 58 N 30 75 98 N 70 76 37 64 58 N N 23 N 2 N 75 N N N N N 51 6 84 N 90 59 N N 10 5 48 66 N 75 N N N N 87 N N N N 52 56 19 N N N 83 84 N N 48 36 N 54 56 N N 42 N 89 99 N N N 88 N 9 37 N 39 N N 93 N N N 4 N 12 63 N N 90 14 75 50 77 N N 21 N 31 50 54 52 N N N N 64 N N N 36 N N 89 100 N 26 67 24 63 N 16 
